post_title;post_name;post_parent;ID;post_content;post_excerpt;post_status;post_password;menu_order;post_date;post_author;comment_status;sku;parent_sku;children;downloadable;virtual;stock;regular_price;sale_price;weight;length;width;height;tax_class;visibility;stock_status;backorders;sold_individually;low_stock_amount;manage_stock;tax_status;upsell_ids;crosssell_ids;purchase_note;sale_price_dates_from;sale_price_dates_to;download_limit;download_expiry;product_url;button_text;images;downloadable_files;product_page_url;meta:total_sales;tax:product_type;tax:product_visibility;tax:product_cat;tax:product_tag;tax:product_shipping_class;attribute:pa_color;attribute_data:pa_color;attribute:pa_size;attribute_data:pa_size;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68;_69;_70;_71;_72;_73;_74
Roadster Men Burgundy & White Printed Hooded Sweatshirt;roadster-men-burgundy-&-white-printed-hooded-sweatshirt;;10099591;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4129;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roadster Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans;roadster-men-navy-blue-slim-fit-mid-rise-clean-look-stretchable-jeans;;10064493;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4130;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDecor Blue Abstract 140 TC Cotton 1 Queen Bedsheet with 2 Pillow Covers;ddecor-blue-abstract-140-tc-cotton-1-queen-bedsheet-with-2-pillow-covers;;10105693;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4131;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Friskers Men Orange Printed Round Neck T-shirt;friskers-men-orange-printed-round-neck-t-shirt;;10071521;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4132;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552COS;bodycare-pack-of-2-assorted-lightly-padded-t-shirt-bras-e6552cos;;10089465;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4133;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELLE Pink Striped Shoulder Bag;elle-pink-striped-shoulder-bag;;10073681;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4134;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vishudh Women Blue & Gold-Toned Solid Kurta with Palazzos & Dupatta;vishudh-women-blue-&-gold-toned-solid-kurta-with-palazzos-&-dupatta;;10080605;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4135;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tokyo Talkies Women Rust Floral Print Maxi Dress;tokyo-talkies-women-rust-floral-print-maxi-dress;;10085971;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4136;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bodycare Women Pack of 2 Assorted Lightly Padded T-shirt Bras E6552REWI;bodycare-women-pack-of-2-assorted-lightly-padded-t-shirt-bras-e6552rewi;;10089385;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4137;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VRINDA Beige Single Door Curtain;vrinda-beige-single-door-curtain;;10099051;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4138;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bodycare Pack of 2 Assorted Lightly Padded T-shirt Bras E6552BDPU;bodycare-pack-of-2-assorted-lightly-padded-t-shirt-bras-e6552bdpu;;10089453;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4139;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tokyo Talkies Women Navy Blue Regular Fit Checked Casual Shirt;tokyo-talkies-women-navy-blue-regular-fit-checked-casual-shirt;;10080485;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4140;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Metro Women Brown Printed T-Strap Flats;metro-women-brown-printed-t-strap-flats;;10063767;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4141;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Free Authority Men Black Batman Printed T-shirt;free-authority-men-black-batman-printed-t-shirt;;10073827;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4142;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puma Women Blue Agile t1 NM Wn s IDP Sneakers;puma-women-blue-agile-t1-nm-wn-s-idp-sneakers;;10075943;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4143;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mochi Gold-Toned Embellished Clutch;mochi-gold-toned-embellished-clutch;;10066959;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4144;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Soumya Yellow Single Long Door Curtain;soumya-yellow-single-long-door-curtain;;10101289;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4145;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tokyo Talkies Women Olive Green Printed A-Line Top;tokyo-talkies-women-olive-green-printed-a-line-top;;10098519;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4146;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HRX by Hrithik Roshan Men Navy Blue Core 1.0 Running Shoes;hrx-by-hrithik-roshan-men-navy-blue-core-1.0-running-shoes;;10064639;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4147;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INVICTUS Men Black Slim Fit Self Design Formal Trousers;invictus-men-black-slim-fit-self-design-formal-trousers;;10065009;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4148;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELLE Beige Self Design Shoulder Bag;elle-beige-self-design-shoulder-bag;;10073685;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4149;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Campus Men Black Mesh Running Shoes;campus-men-black-mesh-running-shoes;;10071803;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4150;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miss Chase Women White Skinny Fit High-Rise Clean Look Cropped Jeans;miss-chase-women-white-skinny-fit-high-rise-clean-look-cropped-jeans;;10075723;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4151;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Metro Women Copper-Toned Printed Sandals;metro-women-copper-toned-printed-sandals;;10063853;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4152;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flying Machine Men White & Red Printed Round Neck T-shirt;flying-machine-men-white-&-red-printed-round-neck-t-shirt;;10099509;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4153;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIORDANO Blue Solid Shoulder Bag;giordano-blue-solid-shoulder-bag;;10097267;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4154;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alvaro Castagnino Purple Pocket Square;alvaro-castagnino-purple-pocket-square;;1008977;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4155;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miss Chase Women Blue Relaxed Fit Mid-Rise Clean Look Jeans;miss-chase-women-blue-relaxed-fit-mid-rise-clean-look-jeans;;10075725;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4156;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Evoke 1899 Grey Melange T-shirt;evoke-1899-grey-melange-t-shirt;;1009385;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4157;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIORDANO Yellow Solid Shoulder Bag;giordano-yellow-solid-shoulder-bag;;10097253;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4158;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UCLA Men Black Printed Round Neck T-shirt;ucla-men-black-printed-round-neck-t-shirt;;10073351;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4159;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UCLA Men Navy Blue Printed Round Neck T-shirt;ucla-men-navy-blue-printed-round-neck-t-shirt;;10073315;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4160;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZHEIA Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans;zheia-women-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans;;10068569;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4161;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvel by Wear Your Mind Men Black Printed Round Neck T-shirt;marvel-by-wear-your-mind-men-black-printed-round-neck-t-shirt;;10069765;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4162;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flying Machine Men Navy Blue Slim Tapered Michael Mid-Rise Clean Look Stretchable Jeans;flying-machine-men-navy-blue-slim-tapered-michael-mid-rise-clean-look-stretchable-jeans;;10099483;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4163;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Newport Men Grey Printed Round Neck Slim Fit T-shirt;newport-men-grey-printed-round-neck-slim-fit-t-shirt;;10064053;Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Vestibulum tortor quam, feugiat vitae, ultricies eget, tempor sit amet, ante. Donec eu libero sit amet quam egestas semper. Aenean ultricies mi vitae est. Mauris placerat eleifend leo.;This is a simple product.;publish;;0;10/10/2024 19:19;1;open;wp-pennant;;;no;no;;4164;;;;;;;;instock;no;no;;no;taxable;;;;;;0;0;;;;;;;simple;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
